"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","Varroa mites","Other pests/parasites","Disesases","Pesticides","Other","Unknown","State.Code","Region","Division"
"384","Kentucky",2015,"April-June",2,7500,8500,980,12,3600,1500,18,21.7,18.2,5.3,1.8,9.5,2.9,"KY","South","East South Central"
"385","Kentucky",2019,"January-March",17,3700,4400,890,20,60,30,1,21.6,12.9,0.1,5.3,10.7,4.6,"KY","South","East South Central"
"386","Kentucky",2018,"January-March",13,5500,5500,1600,29,520,20,NA,43,29.6,0.9,11,8,5.9,"KY","South","East South Central"
"387","Kentucky",2020,"October-December",24,11500,11500,1100,10,380,520,5,23.8,8.8,NA,NA,8.2,9,"KY","South","East South Central"
"388","Kentucky",2020,"April-June",22,11000,11000,1200,11,4200,3500,32,18.3,10.9,0.2,1.2,2.9,3.2,"KY","South","East South Central"
"389","Kentucky",2018,"July-September",15,6500,7000,840,12,300,660,9,47.1,26.5,1.6,1.5,4.5,7.6,"KY","South","East South Central"
"390","Kentucky",2019,"October-December",20,8500,8500,410,5,190,170,2,33,20.1,0.2,5.3,12,9.9,"KY","South","East South Central"
"391","Louisiana",2016,"October-December",8,48000,57000,2000,4,250,340,1,2.9,1,1,0.1,0.7,1.2,"LA","South","West South Central"
"392","Louisiana",2016,"July-September",7,51000,60000,7000,12,2600,2100,4,39.5,26.1,NA,1.6,9.6,0.7,"LA","South","West South Central"
"393","Louisiana",2017,"July-September",11,64000,64000,13500,21,14500,34000,53,59.2,74.5,0.3,1.6,4,14.9,"LA","South","West South Central"
"394","Louisiana",2018,"April-June",14,48000,48000,970,2,7000,4000,8,8.1,5.9,0.2,0.8,1.2,1.3,"LA","South","West South Central"
"395","Louisiana",2018,"January-March",13,50000,52000,3600,7,4100,320,1,4.9,0.7,0.2,0.7,4.5,1.6,"LA","South","West South Central"
"396","Louisiana",2017,"October-December",12,58000,60000,2700,5,390,1900,3,31.5,26.6,0.3,0.6,2.1,10.4,"LA","South","West South Central"
"397","Louisiana",2015,"July-September",3,50000,55000,2000,4,2300,1800,3,25.9,2.3,NA,1.6,3,0.2,"LA","South","West South Central"
"398","Louisiana",2015,"October-December",4,55000,71000,4900,7,1100,2400,3,10.9,1,NA,0.6,2.4,0.2,"LA","South","West South Central"
"399","Louisiana",2018,"July-September",15,53000,53000,1900,4,1600,2300,4,31.3,29.9,0.2,1.7,1,1.6,"LA","South","West South Central"
"400","Louisiana",2016,"January-March",5,68000,69000,9500,14,7500,5500,8,18,11.1,13.9,0.3,9.9,1.5,"LA","South","West South Central"
"401","Louisiana",2018,"October-December",16,50000,52000,2600,5,130,200,NA,16.6,6.7,0.3,5.9,1,1.7,"LA","South","West South Central"
"402","Louisiana",2015,"April-June",2,44000,45000,1800,4,6500,8000,18,36.4,3.7,0.2,1.1,5,0.5,"LA","South","West South Central"
"403","Louisiana",2017,"April-June",10,56000,56000,2600,5,4600,9000,16,26.2,3.5,NA,2.1,1.6,0.7,"LA","South","West South Central"
"404","Louisiana",2019,"October-December",20,41000,46000,2300,5,70,80,NA,33,18.5,3.5,0.7,6.1,0.9,"LA","South","West South Central"
"405","Louisiana",2015,"January-March",1,51000,51000,8000,16,3100,6500,13,17.2,4.7,4.3,1.7,3.1,2.1,"LA","South","West South Central"
"406","Louisiana",2016,"April-June",6,52000,53000,4300,8,10000,9500,18,20.7,1.1,NA,0.3,1.2,0.6,"LA","South","West South Central"
"407","Louisiana",2020,"October-December",24,46000,52000,1700,3,30,620,1,22.2,2.9,NA,NA,2.9,NA,"LA","South","West South Central"
"408","Louisiana",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA","South","West South Central"
"409","Louisiana",2020,"January-March",21,44000,48000,4800,10,9000,20000,42,26.5,7,0.7,1.2,1.4,0.6,"LA","South","West South Central"
"410","Louisiana",2019,"January-March",17,49000,51000,3500,7,9000,16000,31,57.8,1.3,0.1,0.3,1,0.7,"LA","South","West South Central"
"411","Louisiana",2021,"January-March",25,51000,53000,7500,14,1100,3000,6,61.4,8.5,NA,1.6,8.2,0.9,"LA","South","West South Central"
"412","Louisiana",2020,"April-June",22,53000,53000,1800,3,2200,4700,9,23.7,4.7,0.5,0.1,3.5,1.3,"LA","South","West South Central"
"413","Louisiana",2021,"April-June",26,29000,30000,2300,8,8000,2000,7,30.6,3.6,NA,NA,20.3,0.9,"LA","South","West South Central"
"414","Louisiana",2017,"January-March",9,44000,47000,2700,6,11000,1900,4,20.5,8.5,0.1,2.2,5.2,2.3,"LA","South","West South Central"
"415","Louisiana",2019,"July-September",19,42000,44000,4100,9,4400,13000,30,67.1,66.8,0.4,57,2.5,2.7,"LA","South","West South Central"
"416","Louisiana",2020,"July-September",23,48000,48000,2600,5,1200,3100,6,27.2,14.4,4.7,0.8,3.6,3.4,"LA","South","West South Central"
"417","Maine",2017,"July-September",11,5500,6000,400,7,210,290,5,3.4,0.9,0.9,3.9,1.2,0.1,"ME","Northeast","New England"
"418","Maine",2018,"April-June",14,2200,17000,1100,6,430,880,5,1.9,1.1,0.2,1.8,0.6,0.1,"ME","Northeast","New England"
"419","Maine",2017,"April-June",10,2200,40000,910,2,790,1400,4,3.6,3.6,3.4,3.6,1.6,14.2,"ME","Northeast","New England"
"420","Maine",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME","Northeast","New England"
"421","Maine",2017,"October-December",12,5500,6000,60,1,220,110,2,24.9,6.2,0.4,NA,0.6,NA,"ME","Northeast","New England"
"422","Maine",2019,"January-March",17,7000,7000,470,7,10,30,NA,2.3,0.1,NA,NA,1.4,0.8,"ME","Northeast","New England"
"423","Maine",2017,"January-March",9,2700,3100,1000,32,100,NA,NA,23.9,20.9,30.5,8.1,26.3,NA,"ME","Northeast","New England"
"424","Maine",2015,"April-June",2,4600,30000,3200,11,3500,700,2,72.1,34.5,0.1,34.5,0.5,0.1,"ME","Northeast","New England"
"425","Maine",2015,"October-December",4,4700,4700,60,1,530,20,NA,18,0.2,NA,NA,0.1,0.4,"ME","Northeast","New England"
"426","Maine",2015,"January-March",1,3100,6500,380,6,20,NA,NA,4.4,0.1,NA,NA,7.5,1.9,"ME","Northeast","New England"
"427","Maine",2021,"January-March",25,2900,2900,300,10,60,80,3,7.2,2.6,NA,NA,2.2,2.1,"ME","Northeast","New England"
"428","Maine",2020,"October-December",24,9000,9000,100,1,180,250,3,30.8,NA,0.5,NA,1.2,0.6,"ME","Northeast","New England"
"429","Maine",2021,"April-June",26,2000,18000,1100,6,430,260,1,14.1,NA,NA,NA,1.5,NA,"ME","Northeast","New England"
"430","Maine",2020,"April-June",22,1600,22000,1300,6,520,110,1,12.1,0.2,6.9,NA,0.5,NA,"ME","Northeast","New England"
"431","Maine",2016,"January-March",5,2200,3700,170,5,NA,NA,NA,3.3,0.4,0.3,NA,0.8,1.4,"ME","Northeast","New England"
"432","Maine",2018,"October-December",16,12000,12000,1400,12,210,880,7,9.3,5.1,NA,NA,1.2,0.1,"ME","Northeast","New England"
"433","Maine",2018,"January-March",13,1900,1900,240,13,40,30,2,23.6,0.6,0.2,NA,5.2,7.4,"ME","Northeast","New England"
"434","Maine",2016,"April-June",6,3600,25000,4200,17,510,560,2,82.7,NA,4.3,31.1,2.4,27.9,"ME","Northeast","New England"
"435","Maine",2020,"July-September",23,9500,10000,1500,15,700,820,8,65.2,2.5,0.7,NA,4.6,6.2,"ME","Northeast","New England"
"436","Maine",2015,"July-September",3,6000,6000,450,8,410,140,2,9.9,3.4,13.2,NA,2.6,7.8,"ME","Northeast","New England"
"437","Maine",2016,"October-December",8,3500,3500,280,8,NA,NA,NA,10.7,0.8,0.1,NA,5.8,0.1,"ME","Northeast","New England"
"438","Maine",2016,"July-September",7,5500,5500,420,8,240,140,3,9.3,0.1,0.2,NA,0.6,NA,"ME","Northeast","New England"
"439","Maine",2019,"July-September",19,11500,12000,1100,9,460,3500,29,10.1,0.7,0.1,NA,0.2,0.1,"ME","Northeast","New England"
"440","Maine",2019,"October-December",20,11500,11500,770,7,110,40,NA,20.5,NA,0.1,2.5,0.3,0.2,"ME","Northeast","New England"
"441","Maine",2018,"July-September",15,12500,12500,890,7,60,170,1,37,1,1.1,NA,3.5,0.5,"ME","Northeast","New England"
"442","Maine",2020,"January-March",21,1300,1700,130,8,NA,NA,NA,19.6,1.2,0.7,NA,2.2,3,"ME","Northeast","New England"
"443","Maryland",2017,"April-June",10,8000,9500,190,2,3200,930,10,3.3,6.9,0.7,0.2,2,1,"MD","South","South Atlantic"
"444","Maryland",2019,"January-March",17,8000,8000,2300,29,30,10,NA,12.6,5.1,0.2,NA,10.1,2.4,"MD","South","South Atlantic"
"445","Maryland",2017,"October-December",12,8000,10500,1300,12,20,410,4,7.9,3.1,0.2,1.1,1.8,7.8,"MD","South","South Atlantic"
"446","Maryland",2018,"April-June",14,7000,8000,370,5,2400,1200,15,11.8,3.4,0.8,0.3,4.4,0.4,"MD","South","South Atlantic"
"447","Maryland",2021,"April-June",26,6500,7500,320,4,2600,690,9,17.4,9,NA,0.7,2,1.4,"MD","South","South Atlantic"
"448","Maryland",2020,"July-September",23,7500,7500,690,9,1200,220,3,17.6,4.8,NA,NA,0.6,2.9,"MD","South","South Atlantic"
"449","Maryland",2018,"January-March",13,8000,8000,1500,19,NA,190,2,18.2,5.6,4.4,1.5,14.3,3.1,"MD","South","South Atlantic"
"450","Maryland",2017,"January-March",9,9000,9000,2100,23,770,260,3,11.3,3.3,1,1,11.9,4.3,"MD","South","South Atlantic"
"451","Maryland",2018,"July-September",15,7500,7500,360,5,580,680,9,11.7,6,0.3,0.6,1.1,3.8,"MD","South","South Atlantic"
"452","Maryland",2018,"October-December",16,7000,9000,690,8,60,90,1,16.6,5.3,0.3,1.2,4.9,1.7,"MD","South","South Atlantic"
"453","Maryland",2019,"July-September",19,7500,7500,790,11,720,1200,16,26.7,2.7,NA,0.3,5.1,1.4,"MD","South","South Atlantic"
"454","Maryland",2021,"January-March",25,7000,7000,1200,17,590,240,3,34.6,1.1,NA,NA,19.7,2.7,"MD","South","South Atlantic"
"455","Maryland",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD","South","South Atlantic"
"456","Maryland",2020,"April-June",22,7000,8000,680,9,4500,1700,21,12,1.1,0.1,1.1,3.2,0.5,"MD","South","South Atlantic"
"457","Maryland",2015,"April-June",2,8000,11000,370,3,2600,710,7,4.9,1.3,0.2,2.5,1.6,1.5,"MD","South","South Atlantic"
"458","Maryland",2015,"October-December",4,7500,9500,730,8,NA,NA,NA,5.6,2,0.1,NA,0.2,4.3,"MD","South","South Atlantic"
"459","Maryland",2020,"October-December",24,6000,8000,980,12,60,460,6,27.5,1.8,1.5,0.7,6.2,2.1,"MD","South","South Atlantic"
"460","Maryland",2017,"July-September",11,8500,8500,1600,19,1300,600,7,8.8,10.1,0.7,1.6,5.1,9.1,"MD","South","South Atlantic"
"461","Maryland",2016,"October-December",8,7500,9500,500,5,20,30,NA,23.8,8.3,4.5,4.6,5.8,0.6,"MD","South","South Atlantic"
"462","Maryland",2016,"April-June",6,8000,9000,320,4,2800,400,4,4.2,2.3,2.4,2.9,3.3,0.6,"MD","South","South Atlantic"
"463","Maryland",2020,"January-March",21,7000,7500,640,9,NA,30,NA,19.9,1.5,0.1,NA,8.5,2.4,"MD","South","South Atlantic"
"464","Maryland",2015,"January-March",1,7500,10000,4100,41,1600,870,9,10.1,1.8,0.4,NA,24.2,12.4,"MD","South","South Atlantic"
"465","Maryland",2016,"January-March",5,6500,6500,1400,22,40,20,NA,30.2,0.1,NA,11,7.8,0.8,"MD","South","South Atlantic"
"466","Maryland",2019,"October-December",20,6500,8000,1100,14,390,420,5,12.6,4.5,1.8,NA,0.3,5,"MD","South","South Atlantic"
"467","Maryland",2015,"July-September",3,7000,7500,680,9,730,70,1,26.9,19.1,2.9,22.8,7.1,2,"MD","South","South Atlantic"
"468","Maryland",2016,"July-September",7,7000,7000,200,3,400,20,NA,10.8,4.8,0.1,0.7,0.6,1.6,"MD","South","South Atlantic"
"469","Massachusetts",2018,"January-March",13,3800,3800,1000,26,240,290,8,19.1,1,0.8,0.8,9.3,7.2,"MA","Northeast","New England"
"470","Massachusetts",2019,"January-March",17,3800,3800,680,18,60,20,1,10.3,NA,NA,4.3,6.3,0.9,"MA","Northeast","New England"
"471","Massachusetts",2017,"April-June",10,1900,8000,130,2,1900,490,6,13.8,11.4,11.8,9.9,0.4,1.6,"MA","Northeast","New England"
"472","Massachusetts",2018,"July-September",15,8000,10000,2200,22,850,730,7,75.9,11.2,10.7,10.1,1.1,10.3,"MA","Northeast","New England"
"473","Massachusetts",2021,"April-June",26,4000,10000,810,8,1400,310,3,45.5,44.3,NA,44,0.5,NA,"MA","Northeast","New England"
"474","Massachusetts",2020,"October-December",24,10000,10000,390,4,270,90,1,17.4,1.2,NA,NA,NA,0.9,"MA","Northeast","New England"
"475","Massachusetts",2017,"January-March",9,3300,3300,1500,45,120,110,3,32,5.6,2.9,4.5,10.5,5.2,"MA","Northeast","New England"
"476","Massachusetts",2021,"January-March",25,5000,5000,1000,20,30,90,2,28.9,3.6,1,0.5,7.8,4.5,"MA","Northeast","New England"
"477","Massachusetts",2015,"October-December",4,4500,4500,260,6,30,30,1,31.4,1.6,6.2,1.9,2.6,1.1,"MA","Northeast","New England"
"478","Massachusetts",2019,"July-September",19,13500,13500,1100,8,800,560,4,13,2.9,0.2,NA,0.7,7.3,"MA","Northeast","New England"
"479","Massachusetts",2015,"April-June",2,4100,14000,320,2,940,510,4,66.8,61.7,0.2,61.8,4.4,3.1,"MA","Northeast","New England"
"480","Massachusetts",2020,"July-September",23,11000,11000,330,3,840,810,7,29.7,1.6,1.5,0.8,1.2,0.7,"MA","Northeast","New England"
"481","Massachusetts",2019,"October-December",20,5000,5000,1200,24,60,130,3,7.6,0.2,0.8,NA,1.1,10.7,"MA","Northeast","New England"
"482","Massachusetts",2016,"April-June",6,4200,8500,300,4,1100,440,5,40.5,10.6,0.3,10.6,2.3,11.9,"MA","Northeast","New England"
"483","Massachusetts",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA","Northeast","New England"
"484","Massachusetts",2016,"January-March",5,3000,3000,370,12,120,330,11,10.1,5.2,0.7,NA,3.1,1.1,"MA","Northeast","New England"
"485","Massachusetts",2018,"October-December",16,4900,4900,650,13,110,320,7,33.2,9.2,8.1,9.4,3.4,5.3,"MA","Northeast","New England"
"486","Massachusetts",2020,"January-March",21,3800,4000,350,9,600,100,3,13.9,0.5,1.8,0.3,4.5,2.2,"MA","Northeast","New England"
"487","Massachusetts",2018,"April-June",14,3600,7500,260,3,910,350,5,6.3,1.1,1,1.5,2,2.1,"MA","Northeast","New England"
"488","Massachusetts",2020,"April-June",22,4300,13500,740,5,980,590,4,14.7,2.1,0.3,0.4,1.1,0.4,"MA","Northeast","New England"
"489","Massachusetts",2015,"July-September",3,7500,7500,560,8,290,400,5,16.3,2.9,0.4,2.1,2.5,0.3,"MA","Northeast","New England"
"490","Massachusetts",2015,"January-March",1,2900,4600,1000,22,260,120,3,23.5,3.5,2.1,2.8,7.6,4.7,"MA","Northeast","New England"
"491","Massachusetts",2016,"July-September",7,9500,9500,530,6,450,40,NA,14.1,8.7,6.8,0.1,3.4,7.9,"MA","Northeast","New England"
"492","Massachusetts",2017,"October-December",12,6000,6000,1100,18,120,550,9,13.2,1.2,6.7,2.7,1.5,0.3,"MA","Northeast","New England"
"493","Massachusetts",2017,"July-September",11,9000,9000,760,8,790,460,5,82,0.9,0.7,2.3,0.8,0.1,"MA","Northeast","New England"
"494","Massachusetts",2016,"October-December",8,8000,8000,740,9,NA,NA,NA,6.1,2.6,0.4,0.4,0.7,4.2,"MA","Northeast","New England"
"495","Michigan",2019,"January-March",17,24000,33000,6500,20,NA,NA,NA,18.2,5.8,1.5,0.2,12.2,0.7,"MI","Midwest","East North Central"
"496","Michigan",2021,"April-June",26,75000,97000,3500,4,10000,8000,8,45.1,2.7,0.8,3.5,0.9,NA,"MI","Midwest","East North Central"
"497","Michigan",2016,"January-March",5,25000,37000,5000,14,2300,110,NA,5.4,0.2,NA,0.5,1.2,10.3,"MI","Midwest","East North Central"
"498","Michigan",2021,"January-March",25,78000,78000,1500,2,320,4100,5,2.3,NA,NA,NA,0.7,1.6,"MI","Midwest","East North Central"
"499","Michigan",2020,"April-June",22,64000,79000,2600,3,9500,10000,13,38,11.5,2.2,6,3.2,1.1,"MI","Midwest","East North Central"
"500","Michigan",2020,"July-September",23,96000,106000,34000,32,37000,11000,10,53.1,14.5,3.4,8.9,5.9,1,"MI","Midwest","East North Central"
"501","Michigan",2017,"April-June",10,55000,79000,4600,6,22000,11500,15,24.4,9.8,0.2,1.7,1,0.6,"MI","Midwest","East North Central"
"502","Michigan",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI","Midwest","East North Central"
"503","Michigan",2019,"October-December",20,84000,84000,6500,8,820,1500,2,37,9.7,9.2,8.3,1.1,3.8,"MI","Midwest","East North Central"
"504","Michigan",2016,"July-September",7,108000,108000,15000,14,11000,9500,9,64.1,25.1,0.3,9.1,6.5,2.7,"MI","Midwest","East North Central"
"505","Michigan",2019,"July-September",19,94000,99000,11000,11,3000,3300,3,42.7,16.4,8.7,7.3,2.1,1.5,"MI","Midwest","East North Central"
"506","Michigan",2020,"October-December",24,97000,101000,10500,10,2400,1600,2,42.9,5.4,5.3,3.1,3.6,4.3,"MI","Midwest","East North Central"
"507","Michigan",2016,"April-June",6,40000,103000,7500,7,13500,3200,3,54.1,9.3,1.1,16.5,11.8,1.1,"MI","Midwest","East North Central"
"508","Michigan",2015,"April-June",2,58000,88000,9500,11,13500,5500,6,26.9,13,0.6,9.1,16.4,3.1,"MI","Midwest","East North Central"
"509","Michigan",2015,"January-March",1,16500,60000,11500,19,7500,2400,4,14.3,3.1,1.1,1.6,8.3,4.6,"MI","Midwest","East North Central"
"510","Michigan",2018,"October-December",16,77000,77000,6000,8,3900,1800,2,52,31.2,15.6,15.1,2.4,6.6,"MI","Midwest","East North Central"
"511","Michigan",2017,"January-March",9,29000,59000,5000,8,600,130,NA,7.9,0.3,NA,1.9,1.1,3.9,"MI","Midwest","East North Central"
"512","Michigan",2020,"January-March",21,60000,65000,6000,9,3800,100,NA,8.1,0.5,0.2,0.2,0.4,0.7,"MI","Midwest","East North Central"
"513","Michigan",2016,"October-December",8,101000,101000,12500,12,10,130,NA,23.9,1.5,0.1,2.7,4,0.6,"MI","Midwest","East North Central"
"514","Michigan",2015,"October-December",4,67000,73000,9000,12,210,1600,2,30.2,4.1,NA,4.1,3.2,3.7,"MI","Midwest","East North Central"
"515","Michigan",2018,"January-March",13,16500,34000,8000,24,10500,3900,11,21.4,3.5,0.7,7.4,12,5.9,"MI","Midwest","East North Central"
"516","Michigan",2017,"October-December",12,88000,88000,11500,13,990,1900,2,53.8,13.6,5.3,23.6,1.5,2,"MI","Midwest","East North Central"
"517","Michigan",2015,"July-September",3,89000,89000,7000,8,3300,3800,4,44.6,16.3,7.3,13.7,1.8,8.8,"MI","Midwest","East North Central"
"518","Michigan",2018,"April-June",14,36000,69000,6000,9,18000,8000,12,65.7,16.7,11,11.6,12.9,10,"MI","Midwest","East North Central"
"519","Michigan",2018,"July-September",15,88000,88000,8000,9,3000,22000,25,92.4,13.8,1.1,23.8,19.5,18.6,"MI","Midwest","East North Central"
"520","Michigan",2017,"July-September",11,103000,109000,17500,16,4300,11500,11,56.8,11.9,8.6,13.7,15,2.9,"MI","Midwest","East North Central"
"521","Minnesota",2021,"January-March",25,41000,68000,3200,5,2900,140,NA,6.3,0.6,NA,2.5,2.8,NA,"MN","Midwest","West North Central"
"522","Minnesota",2020,"October-December",24,99000,105000,9500,9,1200,340,NA,17.2,1.6,1,19.2,1.8,2.6,"MN","Midwest","West North Central"
"523","Minnesota",2021,"April-June",26,69000,98000,5500,6,28000,4000,4,12.9,NA,NA,12.6,1.1,1,"MN","Midwest","West North Central"
"524","Minnesota",2020,"April-June",22,59000,126000,6500,5,20000,2600,2,20.6,2.9,0.7,8.8,4.4,0.4,"MN","Midwest","West North Central"
"525","Minnesota",2020,"July-September",23,114000,119000,10500,9,1800,3700,3,46.3,3.7,NA,8.2,2.2,1.7,"MN","Midwest","West North Central"
"526","Minnesota",2019,"July-September",19,126000,129000,21000,16,5000,2100,2,54.9,8.2,4,13.4,6.6,2.1,"MN","Midwest","West North Central"
"527","Minnesota",2016,"October-December",8,113000,114000,13500,12,NA,NA,NA,27.5,7.7,3.1,17.6,5,8.9,"MN","Midwest","West North Central"
"528","Minnesota",2017,"October-December",12,98000,98000,7000,7,1900,450,NA,62.9,4,4.2,39.8,7.2,3.1,"MN","Midwest","West North Central"
"529","Minnesota",2019,"October-December",20,97000,97000,15500,16,3400,60,NA,37.3,7.8,1.2,6.1,1.8,4,"MN","Midwest","West North Central"
"530","Minnesota",2017,"July-September",11,136000,136000,20000,15,1900,2200,2,39.8,4.7,1.8,9.4,11.6,2.3,"MN","Midwest","West North Central"
"531","Minnesota",2016,"July-September",7,132000,138000,26000,19,1300,1900,1,47.2,14.6,6.2,22.4,17.8,8.9,"MN","Midwest","West North Central"
"532","Minnesota",2020,"January-March",21,21000,57000,1000,2,2000,40,NA,3.5,NA,NA,0.2,4.3,0.3,"MN","Midwest","West North Central"
"533","Minnesota",2017,"January-March",9,27000,41000,3500,9,3300,NA,NA,2.1,0.4,0.1,1,8.8,5.8,"MN","Midwest","West North Central"
"534","Minnesota",2016,"April-June",6,27000,126000,13000,10,24000,4200,3,20.8,6,6.5,18.2,8.6,7.6,"MN","Midwest","West North Central"
"535","Minnesota",2015,"October-December",4,104000,105000,10000,10,600,40,NA,43.6,8.7,8.4,25,3.8,8.9,"MN","Midwest","West North Central"
"536","Minnesota",2016,"January-March",5,37000,39000,6000,15,4400,10,NA,11.8,6.9,0.1,11.3,7.1,14.2,"MN","Midwest","West North Central"
"537","Minnesota",2018,"October-December",16,84000,86000,11500,13,2500,590,1,28.4,5.2,4.2,7.9,3.8,2.4,"MN","Midwest","West North Central"
"538","Minnesota",2018,"July-September",15,121000,127000,29000,23,1600,6500,5,44.5,12.4,6,28.4,9.3,8.1,"MN","Midwest","West North Central"
"539","Minnesota",2018,"April-June",14,69000,108000,6500,6,46000,24000,22,12.2,8.5,6.7,5.6,7.8,21.7,"MN","Midwest","West North Central"
"540","Minnesota",2015,"January-March",1,28000,74000,3700,5,690,530,1,1.4,0.1,NA,0.1,1.6,2.1,"MN","Midwest","West North Central"
"541","Minnesota",2019,"January-March",17,17000,43000,2200,5,80,470,1,1.3,0.2,1.9,NA,2,0.8,"MN","Midwest","West North Central"
"542","Minnesota",2018,"January-March",13,39000,62000,3900,6,13500,2900,5,2,0.7,1.9,0.6,1.1,1.6,"MN","Midwest","West North Central"
"543","Minnesota",2015,"July-September",3,133000,136000,32000,24,640,2300,2,33.3,14.6,7.4,27.4,7,7.2,"MN","Midwest","West North Central"
"544","Minnesota",2015,"April-June",2,71000,125000,12500,10,20000,21000,17,25.4,6.2,1.4,16.5,10.1,9.3,"MN","Midwest","West North Central"
"545","Minnesota",2017,"April-June",10,34000,128000,5000,4,18500,9000,7,21.4,4.7,2.4,13.3,6.6,2.2,"MN","Midwest","West North Central"
"546","Minnesota",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MN","Midwest","West North Central"
"547","Mississippi",2016,"January-March",5,24000,77000,6500,8,11000,1700,2,8.5,1.1,NA,2,0.2,8.8,"MS","South","East South Central"
"548","Mississippi",2015,"July-September",3,23000,34000,3500,10,260,110,NA,45.5,2.2,NA,1.1,3.8,1.4,"MS","South","East South Central"
"549","Mississippi",2018,"October-December",16,14500,25000,2000,8,330,50,NA,26.5,6.7,0.2,0.5,3,4.5,"MS","South","East South Central"
"550","Mississippi",2017,"October-December",12,14000,22000,3400,15,280,830,4,19.3,6.1,1.4,1.5,1.5,4.1,"MS","South","East South Central"
"551","Mississippi",2017,"January-March",9,31000,68000,2600,4,23000,7500,11,41.7,35.3,NA,0.1,0.5,1.4,"MS","South","East South Central"
"552","Mississippi",2018,"April-June",14,53000,54000,5000,9,3900,6500,12,44.4,24.1,NA,0.2,5.1,2.1,"MS","South","East South Central"
"553","Mississippi",2017,"July-September",11,24000,24000,2900,12,250,230,1,71.1,4.8,0.7,0.2,18.1,0.7,"MS","South","East South Central"
"554","Mississippi",2016,"July-September",7,19000,20000,3300,17,750,740,4,27.5,3.5,1.6,1.8,5,4.7,"MS","South","East South Central"
"555","Mississippi",2015,"October-December",4,31000,34000,1500,4,500,230,1,10.6,2.5,0.3,NA,0.7,1.3,"MS","South","East South Central"
"556","Mississippi",2017,"April-June",10,89000,89000,3800,4,5500,42000,47,14.4,0.6,NA,1.3,2.9,0.5,"MS","South","East South Central"
"557","Mississippi",2016,"April-June",6,85000,90000,3700,4,9000,61000,68,12.3,2.3,1.2,2.7,1.2,0.1,"MS","South","East South Central"
"558","Mississippi",2016,"October-December",8,17500,30000,2400,8,330,60,NA,21.9,6,0.1,NA,2.1,2.8,"MS","South","East South Central"
"559","Mississippi",2015,"January-March",1,34000,76000,8500,11,22000,7500,10,9.4,8.2,0.1,2.1,1.2,1.1,"MS","South","East South Central"
"560","Mississippi",2018,"January-March",13,19000,32000,2000,6,28000,5500,17,7,4.8,NA,0.6,2.4,34.4,"MS","South","East South Central"
"561","Mississippi",2020,"January-March",21,26000,28000,5000,18,16000,660,2,58.6,50.9,0.3,1.8,14.5,3.6,"MS","South","East South Central"
"562","Mississippi",2015,"April-June",2,89000,89000,11000,12,5500,10000,11,10.1,6,0.3,0.1,2.3,1.7,"MS","South","East South Central"
"563","Mississippi",2020,"April-June",22,34000,37000,3000,8,3700,570,2,51.2,36.8,NA,0.9,8.4,0.2,"MS","South","East South Central"
"564","Mississippi",2019,"October-December",20,21000,29000,3400,12,350,50,NA,41,38,4.1,13.9,10.5,5.2,"MS","South","East South Central"
"565","Mississippi",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS","South","East South Central"
"566","Mississippi",2018,"July-September",15,16500,16500,2900,18,110,650,4,25.2,8.6,NA,0.5,7.5,7.2,"MS","South","East South Central"
"567","Mississippi",2019,"July-September",19,23000,23000,2900,13,550,850,4,59.1,45.6,2.4,25.4,4,5.1,"MS","South","East South Central"
"568","Mississippi",2020,"October-December",24,30000,37000,3800,10,300,30,NA,7.8,1.5,NA,0.6,7.8,5.9,"MS","South","East South Central"
"569","Mississippi",2019,"January-March",17,26000,29000,2400,8,3800,1700,6,14.6,71,64.8,48.4,1.9,5.5,"MS","South","East South Central"
"570","Mississippi",2020,"July-September",23,26000,29000,1600,6,2500,130,NA,45.7,41.8,NA,NA,3.3,6.2,"MS","South","East South Central"
"571","Mississippi",2021,"April-June",26,34000,35000,4800,14,9000,8000,23,46.7,11.3,3.2,0.5,3.2,9.9,"MS","South","East South Central"
"572","Mississippi",2021,"January-March",25,33000,36000,5500,15,14500,3800,11,9.7,3.8,NA,1,10.6,4.7,"MS","South","East South Central"
"573","Missouri",2015,"January-March",1,12000,13000,2000,15,220,910,7,13.1,6,2.2,4.2,11.8,6.3,"MO","Midwest","West North Central"
"574","Missouri",2016,"October-December",8,9000,9000,590,7,1400,640,7,16.1,12.6,0.2,NA,1.5,0.7,"MO","Midwest","West North Central"
"575","Missouri",2015,"July-September",3,14000,14000,1200,9,700,630,5,11.1,11.7,3,2,2.1,1.4,"MO","Midwest","West North Central"
