"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","stressor","stress_pct","State.Code","Region","Division"
"4124","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Other",2.6,"NM","West","Mountain"
"4125","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Pesticides",NA,"NM","West","Mountain"
"4126","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Other",0.4,"NM","West","Mountain"
"4127","New Mexico",2021,"January-March",25,3500,3500,230,7,2200,NA,NA,"Varroa mites",14.2,"NM","West","Mountain"
"4128","New Mexico",2017,"April-June",10,7000,7500,1700,23,2300,3900,52,"Varroa mites",88.4,"NM","West","Mountain"
"4129","New Mexico",2019,"January-March",17,4800,4800,170,4,NA,NA,NA,"Pesticides",NA,"NM","West","Mountain"
"4130","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Unknown",NA,"NM","West","Mountain"
"4131","New Mexico",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Disesases",NA,"NM","West","Mountain"
"4132","New Mexico",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Varroa mites",NA,"NM","West","Mountain"
"4133","New Mexico",2016,"October-December",8,7000,7000,1600,23,1100,20,NA,"Unknown",0.3,"NM","West","Mountain"
"4134","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,"Other pests/parasites",3.3,"NM","West","Mountain"
"4135","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Disesases",NA,"NM","West","Mountain"
"4136","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,"Varroa mites",74.3,"NM","West","Mountain"
"4137","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Pesticides",5.9,"NM","West","Mountain"
"4138","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Other pests/parasites",NA,"NM","West","Mountain"
"4139","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Disesases",0.4,"NM","West","Mountain"
"4140","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Unknown",0.4,"NM","West","Mountain"
"4141","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Unknown",2.7,"NM","West","Mountain"
"4142","New Mexico",2017,"April-June",10,7000,7500,1700,23,2300,3900,52,"Pesticides",NA,"NM","West","Mountain"
"4143","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Unknown",NA,"NM","West","Mountain"
"4144","New Mexico",2016,"October-December",8,7000,7000,1600,23,1100,20,NA,"Other pests/parasites",0.3,"NM","West","Mountain"
"4145","New Mexico",2019,"January-March",17,4800,4800,170,4,NA,NA,NA,"Other pests/parasites",1.1,"NM","West","Mountain"
"4146","New Mexico",2016,"October-December",8,7000,7000,1600,23,1100,20,NA,"Pesticides",NA,"NM","West","Mountain"
"4147","New Mexico",2018,"January-March",13,7500,7500,3900,52,180,NA,NA,"Other",9.4,"NM","West","Mountain"
"4148","New Mexico",2018,"January-March",13,7500,7500,3900,52,180,NA,NA,"Unknown",0.5,"NM","West","Mountain"
"4149","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,"Other pests/parasites",NA,"NM","West","Mountain"
"4150","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Varroa mites",5.2,"NM","West","Mountain"
"4151","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Pesticides",NA,"NM","West","Mountain"
"4152","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Other",1.3,"NM","West","Mountain"
"4153","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,"Unknown",0.2,"NM","West","Mountain"
"4154","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Other pests/parasites",29.1,"NM","West","Mountain"
"4155","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Other",0.8,"NM","West","Mountain"
"4156","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Other",2,"NM","West","Mountain"
"4157","New Mexico",2019,"January-March",17,4800,4800,170,4,NA,NA,NA,"Varroa mites",3.5,"NM","West","Mountain"
"4158","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Disesases",0.9,"NM","West","Mountain"
"4159","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Disesases",NA,"NM","West","Mountain"
"4160","New Mexico",2016,"July-September",7,6500,6500,1100,17,2000,1000,15,"Unknown",0.7,"NM","West","Mountain"
"4161","New Mexico",2016,"April-June",6,6500,6500,1400,22,2700,100,2,"Unknown",NA,"NM","West","Mountain"
"4162","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Pesticides",NA,"NM","West","Mountain"
"4163","New Mexico",2017,"April-June",10,7000,7500,1700,23,2300,3900,52,"Disesases",72.9,"NM","West","Mountain"
"4164","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,"Pesticides",13.6,"NM","West","Mountain"
"4165","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,"Other",0.7,"NM","West","Mountain"
"4166","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Other pests/parasites",NA,"NM","West","Mountain"
"4167","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Unknown",1,"NM","West","Mountain"
"4168","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Pesticides",NA,"NM","West","Mountain"
"4169","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Unknown",NA,"NM","West","Mountain"
"4170","New Mexico",2016,"October-December",8,7000,7000,1600,23,1100,20,NA,"Varroa mites",46.2,"NM","West","Mountain"
"4171","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Other pests/parasites",0.1,"NM","West","Mountain"
"4172","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Pesticides",0.2,"NM","West","Mountain"
"4173","New Mexico",2016,"January-March",5,6000,6500,1700,26,10,70,1,"Other",1.5,"NM","West","Mountain"
"4174","New Mexico",2016,"July-September",7,6500,6500,1100,17,2000,1000,15,"Other",1.7,"NM","West","Mountain"
"4175","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,"Unknown",1.7,"NM","West","Mountain"
"4176","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Other",55.5,"NM","West","Mountain"
"4177","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Disesases",15.5,"NM","West","Mountain"
"4178","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Varroa mites",93.9,"NM","West","Mountain"
"4179","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Unknown",0.1,"NM","West","Mountain"
"4180","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Disesases",0.3,"NM","West","Mountain"
"4181","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Unknown",0.7,"NM","West","Mountain"
"4182","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,"Unknown",0.3,"NM","West","Mountain"
"4183","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Disesases",55,"NM","West","Mountain"
"4184","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Disesases",0.3,"NM","West","Mountain"
"4185","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Varroa mites",0.3,"NM","West","Mountain"
"4186","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,"Pesticides",NA,"NM","West","Mountain"
"4187","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,"Varroa mites",39.5,"NM","West","Mountain"
"4188","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Varroa mites",3,"NM","West","Mountain"
"4189","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,"Other pests/parasites",0.3,"NM","West","Mountain"
"4190","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Other",0.4,"NM","West","Mountain"
"4191","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Other",0.2,"NM","West","Mountain"
"4192","New Mexico",2017,"April-June",10,7000,7500,1700,23,2300,3900,52,"Other pests/parasites",0.6,"NM","West","Mountain"
"4193","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Other",10,"NM","West","Mountain"
"4194","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,"Disesases",0.2,"NM","West","Mountain"
"4195","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,"Disesases",87.4,"NM","West","Mountain"
"4196","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Other pests/parasites",0.3,"NM","West","Mountain"
"4197","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,"Varroa mites",30.9,"NM","West","Mountain"
"4198","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Pesticides",10.3,"NM","West","Mountain"
"4199","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Pesticides",58,"NM","West","Mountain"
"4200","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,"Other",3.1,"NM","West","Mountain"
"4201","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,"Varroa mites",86.1,"NM","West","Mountain"
"4202","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,"Pesticides",8.4,"NM","West","Mountain"
"4203","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Other pests/parasites",0.1,"NM","West","Mountain"
"4204","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,"Varroa mites",17.1,"NM","West","Mountain"
"4205","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Other pests/parasites",0.4,"NM","West","Mountain"
"4206","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,"Unknown",1,"NM","West","Mountain"
"4207","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,"Other",0.6,"NM","West","Mountain"
"4208","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,"Varroa mites",38.8,"NM","West","Mountain"
"4209","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Other pests/parasites",55,"NM","West","Mountain"
"4210","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,"Disesases",NA,"NM","West","Mountain"
"4211","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,"Varroa mites",61.2,"NM","West","Mountain"
"4212","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,"Pesticides",0.4,"NM","West","Mountain"
"4213","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Pesticides",4.4,"NY","Northeast","Middle Atlantic"
"4214","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Varroa mites",15,"NY","Northeast","Middle Atlantic"
"4215","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Pesticides",17.1,"NY","Northeast","Middle Atlantic"
"4216","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,"Varroa mites",19.2,"NY","Northeast","Middle Atlantic"
"4217","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Other",12.4,"NY","Northeast","Middle Atlantic"
"4218","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Varroa mites",35.8,"NY","Northeast","Middle Atlantic"
"4219","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Unknown",1.5,"NY","Northeast","Middle Atlantic"
"4220","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Other",8.8,"NY","Northeast","Middle Atlantic"
"4221","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Unknown",1.1,"NY","Northeast","Middle Atlantic"
"4222","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Other",3.3,"NY","Northeast","Middle Atlantic"
"4223","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Unknown",3.5,"NY","Northeast","Middle Atlantic"
"4224","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Other",2.1,"NY","Northeast","Middle Atlantic"
"4225","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,"Varroa mites",40.7,"NY","Northeast","Middle Atlantic"
"4226","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Unknown",8.3,"NY","Northeast","Middle Atlantic"
"4227","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Varroa mites",18.2,"NY","Northeast","Middle Atlantic"
"4228","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,"Varroa mites",10.6,"NY","Northeast","Middle Atlantic"
"4229","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Unknown",6.2,"NY","Northeast","Middle Atlantic"
"4230","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Disesases",4.5,"NY","Northeast","Middle Atlantic"
"4231","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Unknown",1.1,"NY","Northeast","Middle Atlantic"
"4232","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Varroa mites",26,"NY","Northeast","Middle Atlantic"
"4233","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,"Varroa mites",25.3,"NY","Northeast","Middle Atlantic"
"4234","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Other pests/parasites",2.6,"NY","Northeast","Middle Atlantic"
"4235","New York",2019,"July-September",19,65000,69000,8500,12,3200,3700,5,"Other pests/parasites",11.5,"NY","Northeast","Middle Atlantic"
"4236","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Pesticides",4.4,"NY","Northeast","Middle Atlantic"
"4237","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,"Disesases",1.4,"NY","Northeast","Middle Atlantic"
"4238","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Other pests/parasites",12.5,"NY","Northeast","Middle Atlantic"
"4239","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Varroa mites",NA,"NY","Northeast","Middle Atlantic"
"4240","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Varroa mites",27.8,"NY","Northeast","Middle Atlantic"
"4241","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,"Varroa mites",37.4,"NY","Northeast","Middle Atlantic"
"4242","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Other pests/parasites",24.8,"NY","Northeast","Middle Atlantic"
"4243","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Pesticides",3.3,"NY","Northeast","Middle Atlantic"
"4244","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Disesases",0.5,"NY","Northeast","Middle Atlantic"
"4245","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Disesases",5.7,"NY","Northeast","Middle Atlantic"
"4246","New York",2017,"July-September",11,59000,59000,6500,11,3100,9000,15,"Disesases",6.2,"NY","Northeast","Middle Atlantic"
"4247","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,"Unknown",2.6,"NY","Northeast","Middle Atlantic"
"4248","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Other",0.4,"NY","Northeast","Middle Atlantic"
"4249","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,"Unknown",4.1,"NY","Northeast","Middle Atlantic"
"4250","New York",2019,"July-September",19,65000,69000,8500,12,3200,3700,5,"Varroa mites",30.7,"NY","Northeast","Middle Atlantic"
"4251","New York",2017,"April-June",10,25000,41000,1300,3,16000,7500,18,"Varroa mites",21.7,"NY","Northeast","Middle Atlantic"
"4252","New York",2017,"July-September",11,59000,59000,6500,11,3100,9000,15,"Other pests/parasites",19.8,"NY","Northeast","Middle Atlantic"
"4253","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Other",5.7,"NY","Northeast","Middle Atlantic"
"4254","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Unknown",4.8,"NY","Northeast","Middle Atlantic"
"4255","New York",2017,"October-December",12,51000,51000,3900,8,820,460,1,"Other pests/parasites",12.7,"NY","Northeast","Middle Atlantic"
"4256","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Disesases",3,"NY","Northeast","Middle Atlantic"
"4257","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Other pests/parasites",14.3,"NY","Northeast","Middle Atlantic"
"4258","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Pesticides",0.9,"NY","Northeast","Middle Atlantic"
"4259","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,"Disesases",15.4,"NY","Northeast","Middle Atlantic"
"4260","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Unknown",3.8,"NY","Northeast","Middle Atlantic"
"4261","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,"Unknown",10.2,"NY","Northeast","Middle Atlantic"
"4262","New York",2017,"January-March",9,32000,33000,6000,18,520,NA,NA,"Varroa mites",20.4,"NY","Northeast","Middle Atlantic"
"4263","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,"Pesticides",24.4,"NY","Northeast","Middle Atlantic"
"4264","New York",2020,"April-June",22,33000,56000,4900,9,6500,3300,6,"Other pests/parasites",2.6,"NY","Northeast","Middle Atlantic"
"4265","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,"Other",4.5,"NY","Northeast","Middle Atlantic"
"4266","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,"Pesticides",1.9,"NY","Northeast","Middle Atlantic"
"4267","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,"Unknown",6,"NY","Northeast","Middle Atlantic"
"4268","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,"Other",8,"NY","Northeast","Middle Atlantic"
"4269","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,"Varroa mites",27.5,"NY","Northeast","Middle Atlantic"
"4270","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Disesases",0.8,"NY","Northeast","Middle Atlantic"
"4271","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Pesticides",11.7,"NY","Northeast","Middle Atlantic"
"4272","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,"Varroa mites",19.1,"NY","Northeast","Middle Atlantic"
"4273","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,"Varroa mites",40,"NY","Northeast","Middle Atlantic"
"4274","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Other",4.1,"NY","Northeast","Middle Atlantic"
"4275","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,"Other",22.9,"NY","Northeast","Middle Atlantic"
"4276","New York",2017,"April-June",10,25000,41000,1300,3,16000,7500,18,"Unknown",0.1,"NY","Northeast","Middle Atlantic"
"4277","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Other",7.8,"NY","Northeast","Middle Atlantic"
"4278","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Unknown",0.7,"NY","Northeast","Middle Atlantic"
"4279","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Other",2.3,"NY","Northeast","Middle Atlantic"
"4280","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Disesases",6.3,"NY","Northeast","Middle Atlantic"
"4281","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Pesticides",1.7,"NY","Northeast","Middle Atlantic"
"4282","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Pesticides",0.5,"NY","Northeast","Middle Atlantic"
"4283","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Varroa mites",20.4,"NY","Northeast","Middle Atlantic"
"4284","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Other",3.2,"NY","Northeast","Middle Atlantic"
"4285","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,"Varroa mites",7.6,"NY","Northeast","Middle Atlantic"
"4286","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Other pests/parasites",2.2,"NY","Northeast","Middle Atlantic"
"4287","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,"Unknown",2.6,"NY","Northeast","Middle Atlantic"
"4288","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Unknown",2.1,"NY","Northeast","Middle Atlantic"
"4289","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Varroa mites",33.3,"NY","Northeast","Middle Atlantic"
"4290","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Disesases",0.5,"NY","Northeast","Middle Atlantic"
"4291","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,"Pesticides",NA,"NY","Northeast","Middle Atlantic"
"4292","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"NY","Northeast","Middle Atlantic"
"4293","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,"Disesases",NA,"NY","Northeast","Middle Atlantic"
"4294","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Pesticides",NA,"NY","Northeast","Middle Atlantic"
"4295","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,"Other",7.7,"NY","Northeast","Middle Atlantic"
"4296","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,"Other pests/parasites",2.5,"NY","Northeast","Middle Atlantic"
"4297","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Other pests/parasites",2.2,"NY","Northeast","Middle Atlantic"
"4298","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,"Other",9.5,"NY","Northeast","Middle Atlantic"
"4299","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,"Pesticides",5.2,"NY","Northeast","Middle Atlantic"
"4300","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Disesases",0.9,"NY","Northeast","Middle Atlantic"
"4301","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,"Pesticides",7.6,"NY","Northeast","Middle Atlantic"
"4302","New York",2017,"October-December",12,51000,51000,3900,8,820,460,1,"Varroa mites",22.3,"NY","Northeast","Middle Atlantic"
"4303","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,"Other pests/parasites",20.3,"NY","Northeast","Middle Atlantic"
"4304","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other",NA,"NY","Northeast","Middle Atlantic"
"4305","New York",2020,"January-March",21,29000,36000,3700,10,230,370,1,"Other pests/parasites",2.9,"NY","Northeast","Middle Atlantic"
"4306","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Pesticides",2.4,"NY","Northeast","Middle Atlantic"
"4307","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,"Pesticides",1.7,"NY","Northeast","Middle Atlantic"
"4308","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,"Varroa mites",24.5,"NY","Northeast","Middle Atlantic"
"4309","New York",2017,"January-March",9,32000,33000,6000,18,520,NA,NA,"Other pests/parasites",9.4,"NY","Northeast","Middle Atlantic"
"4310","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other pests/parasites",NA,"NY","Northeast","Middle Atlantic"
"4311","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Other pests/parasites",3.9,"NY","Northeast","Middle Atlantic"
"4312","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,"Other",24.7,"NY","Northeast","Middle Atlantic"
"4313","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,"Other pests/parasites",3.1,"NY","Northeast","Middle Atlantic"
"4314","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,"Disesases",5.5,"NY","Northeast","Middle Atlantic"
"4315","New York",2017,"January-March",9,32000,33000,6000,18,520,NA,NA,"Unknown",10.9,"NY","Northeast","Middle Atlantic"
"4316","New York",2017,"January-March",9,32000,33000,6000,18,520,NA,NA,"Pesticides",4.4,"NY","Northeast","Middle Atlantic"
"4317","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,"Disesases",0.6,"NY","Northeast","Middle Atlantic"
"4318","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,"Unknown",9,"NY","Northeast","Middle Atlantic"
"4319","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Disesases",NA,"NY","Northeast","Middle Atlantic"
"4320","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Other pests/parasites",4.5,"NY","Northeast","Middle Atlantic"
"4321","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,"Other pests/parasites",3.9,"NY","Northeast","Middle Atlantic"
"4322","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,"Varroa mites",40.8,"NY","Northeast","Middle Atlantic"
"4323","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,"Unknown",3.6,"NY","Northeast","Middle Atlantic"
"4324","New York",2020,"January-March",21,29000,36000,3700,10,230,370,1,"Varroa mites",6.6,"NY","Northeast","Middle Atlantic"
"4325","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,"Disesases",7.8,"NY","Northeast","Middle Atlantic"
"4326","New York",2017,"July-September",11,59000,59000,6500,11,3100,9000,15,"Varroa mites",45.1,"NY","Northeast","Middle Atlantic"
"4327","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,"Other pests/parasites",7.8,"NY","Northeast","Middle Atlantic"
"4328","New York",2017,"April-June",10,25000,41000,1300,3,16000,7500,18,"Pesticides",2.1,"NY","Northeast","Middle Atlantic"
"4329","New York",2017,"July-September",11,59000,59000,6500,11,3100,9000,15,"Other",13.6,"NY","Northeast","Middle Atlantic"
"4330","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Unknown",4,"NY","Northeast","Middle Atlantic"
"4331","New York",2020,"April-June",22,33000,56000,4900,9,6500,3300,6,"Varroa mites",21.2,"NY","Northeast","Middle Atlantic"
"4332","New York",2020,"January-March",21,29000,36000,3700,10,230,370,1,"Disesases",NA,"NY","Northeast","Middle Atlantic"
"4333","New York",2019,"July-September",19,65000,69000,8500,12,3200,3700,5,"Unknown",3.8,"NY","Northeast","Middle Atlantic"
"4334","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Pesticides",12.5,"NY","Northeast","Middle Atlantic"
"4335","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Disesases",3.6,"NY","Northeast","Middle Atlantic"
"4336","New York",2020,"April-June",22,33000,56000,4900,9,6500,3300,6,"Unknown",0.6,"NY","Northeast","Middle Atlantic"
"4337","New York",2017,"April-June",10,25000,41000,1300,3,16000,7500,18,"Disesases",2.2,"NY","Northeast","Middle Atlantic"
"4338","New York",2020,"April-June",22,33000,56000,4900,9,6500,3300,6,"Disesases",0.6,"NY","Northeast","Middle Atlantic"
"4339","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,"Other",2.2,"NY","Northeast","Middle Atlantic"
"4340","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,"Disesases",18.6,"NY","Northeast","Middle Atlantic"
"4341","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,"Pesticides",6,"NY","Northeast","Middle Atlantic"
"4342","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,"Other pests/parasites",5.9,"NY","Northeast","Middle Atlantic"
"4343","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,"Pesticides",8.7,"NY","Northeast","Middle Atlantic"
